EthernetPresent,IPv4Present,UDPPresent,DNSPresent,EthernetSrc,EthernetDst,IPv4Src,IPv4Dst,UDPSrc,UDPDst,IPv4ID,IPv4Length,IPv4TTL,PacketLength,MillisecondsSinceFirstPacket,ICMPv4Present,PayloadPresent,TCPPresent,TCPSrc,TCPDst,TCPFIN,TCPSYN,TCPRST,TCPPSH,TCPACK,TCPURG,TCPECE,TCPCWR,TCPNS,ARPPresent,IPv6Present,DHCPv6Present,IPv6Src,IPv6Dst,IPv6Length
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,10659,44,41,58,47999,,,1,41902,2111,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,38214,44,38,58,47999,,,1,41902,1124,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,11119,44,59,58,48001,,,1,41902,30951,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,36394,44,43,58,48001,,,1,41902,5004,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,62421,44,54,58,48001,,,1,41902,2200,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54094,44,39,58,48097,,,1,41903,1914,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,22668,44,38,58,48097,,,1,41903,42510,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,50975,44,40,58,48097,,,1,41903,1169,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,4904,44,50,58,48097,,,1,41903,8000,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,21356,44,51,58,48097,,,1,41903,5414,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,6990,44,38,58,48099,,,1,41903,1124,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,44512,44,40,58,48099,,,1,41903,2111,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54677,44,42,58,48101,,,1,41903,2200,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,1242,44,57,58,48101,,,1,41903,5004,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,58698,44,51,58,48101,,,1,41903,30951,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,9103,44,38,58,48197,,,1,41902,10616,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64592,44,56,58,48197,,,1,41902,1718,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,55110,44,48,58,48197,,,1,41902,5815,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,47591,44,53,58,48197,,,1,41902,1443,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,25061,44,51,58,48197,,,1,41902,5432,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,52244,44,53,58,48199,,,1,41902,15004,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,61384,44,37,58,48199,,,1,41902,3827,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,62526,44,49,58,48202,,,1,41902,5822,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42304,44,39,58,48202,,,1,41902,1192,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,4907,44,44,58,48202,,,1,41902,301,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,62636,44,39,58,48297,,,1,41903,5432,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,31547,44,38,58,48297,,,1,41903,1443,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,48744,44,54,58,48297,,,1,41903,5815,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,4831,44,53,58,48297,,,1,41903,1718,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,11686,44,40,58,48297,,,1,41903,10616,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,27715,44,49,58,48300,,,1,41903,3827,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,1902,44,42,58,48300,,,1,41903,15004,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,37956,44,45,58,48302,,,1,41903,301,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,45173,44,45,58,48302,,,1,41903,1192,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54980,44,56,58,48302,,,1,41903,5822,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,34081,44,42,58,48398,,,1,41902,4045,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64563,44,49,58,48398,,,1,41902,1088,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,23025,44,51,58,48398,,,1,41902,1028,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,4578,44,41,58,48398,,,1,41902,9943,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,3483,44,43,58,48398,,,1,41902,1236,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,25185,44,52,58,48400,,,1,41902,3945,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,574,44,58,58,48400,,,1,41902,6881,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,4594,44,49,58,48402,,,1,41902,5962,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42338,44,44,58,48402,,,1,41902,2251,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,39203,44,40,58,48402,,,1,41902,6510,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5197,44,57,58,48498,,,1,41903,1236,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,62453,44,59,58,48498,,,1,41903,9943,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,16489,44,42,58,48498,,,1,41903,1028,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,7471,44,45,58,48498,,,1,41903,1088,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,32120,44,44,58,48498,,,1,41903,4045,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,33237,44,39,58,48500,,,1,41903,6881,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,45824,44,52,58,48500,,,1,41903,3945,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,59171,44,57,58,48502,,,1,41903,6510,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,58779,44,37,58,48502,,,1,41903,2251,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,56680,44,37,58,48502,,,1,41903,5962,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,47759,44,53,58,48598,,,1,41902,1046,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,44948,44,42,58,48598,,,1,41902,2910,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,12532,44,53,58,48598,,,1,41902,50001,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,58968,44,49,58,48598,,,1,41902,44176,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,9954,44,41,58,48598,,,1,41902,3,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,60971,44,55,58,48600,,,1,41902,5963,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,47301,44,57,58,48600,,,1,41902,9485,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,45042,44,48,58,48602,,,1,41902,902,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,22278,44,39,58,48602,,,1,41902,4005,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,46562,44,41,58,48602,,,1,41902,2161,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,3634,44,56,58,48698,,,1,41903,3,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,12232,44,54,58,48698,,,1,41903,44176,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,61740,44,49,58,48698,,,1,41903,50001,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54794,44,42,58,48698,,,1,41903,2910,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,51310,44,41,58,48698,,,1,41903,1046,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,56274,44,59,58,48700,,,1,41903,9485,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,23339,44,51,58,48700,,,1,41903,5963,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,8512,44,59,58,48703,,,1,41903,2161,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,39128,44,53,58,48703,,,1,41903,4005,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54902,44,52,58,48703,,,1,41903,902,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,26072,44,42,58,48798,,,1,41902,1035,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,43543,44,56,58,48798,,,1,41902,2046,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,41566,44,58,58,48798,,,1,41902,5050,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,17135,44,58,58,48798,,,1,41902,3006,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,12504,44,41,58,48798,,,1,41902,49158,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54861,44,52,58,48801,,,1,41902,366,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,9429,44,44,58,48801,,,1,41902,3659,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,52766,44,44,58,48803,,,1,41902,5998,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,16995,44,37,58,48803,,,1,41902,9917,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,12266,44,59,58,48803,,,1,41902,1272,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64250,44,54,58,48899,,,1,41903,49158,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,27624,44,59,58,48899,,,1,41903,3006,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,1768,44,40,58,48899,,,1,41903,5050,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,49513,44,48,58,48899,,,1,41903,2046,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,16834,44,42,58,48899,,,1,41903,1035,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,58898,44,51,58,48901,,,1,41903,3659,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,17986,44,51,58,48901,,,1,41903,366,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,19002,44,37,58,48903,,,1,41903,1272,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42708,44,58,58,48903,,,1,41903,9917,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,7155,44,43,58,48903,,,1,41903,5998,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,32798,44,52,58,48999,,,1,41902,1114,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,20254,44,56,58,48999,,,1,41902,9050,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,52842,44,45,58,48999,,,1,41902,1875,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,31029,44,40,58,48999,,,1,41902,1067,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64808,44,59,58,48999,,,1,41902,19315,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,33293,44,58,58,49001,,,1,41902,2007,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,7375,44,59,58,49001,,,1,41902,49161,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,55385,44,37,58,49003,,,1,41902,1033,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,21091,44,55,58,49003,,,1,41902,9618,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,52722,44,45,58,49003,,,1,41902,8100,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,15784,44,40,58,49099,,,1,41903,19315,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,43086,44,55,58,49099,,,1,41903,1067,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,57505,44,40,58,49099,,,1,41903,1875,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,63506,44,53,58,49099,,,1,41903,9050,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,37761,44,45,58,49099,,,1,41903,1114,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,16597,44,42,58,49101,,,1,41903,49161,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,48988,44,43,58,49101,,,1,41903,2007,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,14890,44,53,58,49103,,,1,41903,8100,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,45434,44,49,58,49103,,,1,41903,9618,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,3772,44,49,58,49103,,,1,41903,1033,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,49536,44,54,58,49199,,,1,41902,27356,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64683,44,43,58,49199,,,1,41902,7496,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,21295,44,49,58,49199,,,1,41902,19780,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,3213,44,55,58,49199,,,1,41902,6005,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5585,44,53,58,49199,,,1,41902,70,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,22626,44,41,58,49201,,,1,41902,6792,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42948,44,38,58,49201,,,1,41902,500,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,19255,44,37,58,49204,,,1,41902,49156,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,33036,44,38,58,49204,,,1,41902,8899,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,52892,44,56,58,49204,,,1,41902,6123,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,51017,44,50,58,49299,,,1,41903,70,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,31607,44,40,58,49299,,,1,41903,6005,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,7056,44,51,58,49299,,,1,41903,19780,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,12296,44,48,58,49299,,,1,41903,7496,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42284,44,43,58,49299,,,1,41903,27356,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,29914,44,39,58,49302,,,1,41903,500,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,12700,44,51,58,49302,,,1,41903,6792,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,59103,44,52,58,49304,,,1,41903,6123,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,38268,44,48,58,49304,,,1,41903,8899,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,19274,44,44,58,49304,,,1,41903,49156,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,61567,44,39,58,49400,,,1,41902,4,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,55301,44,54,58,49400,,,1,41902,1186,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,10738,44,38,58,49400,,,1,41902,12345,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64828,44,47,58,49400,,,1,41902,2001,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,9972,44,37,58,49400,,,1,41902,2557,0,1,0,0,0,0,0,0,0,,,,,,
