EthernetPresent,IPv4Present,UDPPresent,DNSPresent,EthernetSrc,EthernetDst,IPv4Src,IPv4Dst,UDPSrc,UDPDst,IPv4ID,IPv4Length,IPv4TTL,PacketLength,MillisecondsSinceFirstPacket,ICMPv4Present,PayloadPresent,TCPPresent,TCPSrc,TCPDst,TCPFIN,TCPSYN,TCPRST,TCPPSH,TCPACK,TCPURG,TCPECE,TCPCWR,TCPNS,ARPPresent,IPv6Present,DHCPv6Present,IPv6Src,IPv6Dst,IPv6Length
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,58000,44,45,58,59828,,,1,41902,417,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,56301,44,58,58,59831,,,1,41902,5960,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,22381,44,49,58,59920,,,1,41903,987,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,8261,44,40,58,59922,,,1,41903,10626,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5103,44,58,58,59924,,,1,41903,8045,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,32244,44,50,58,59924,,,1,41903,8193,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,39916,44,57,58,59924,,,1,41903,2323,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54822,44,39,58,59926,,,1,41903,458,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,36314,44,57,58,59928,,,1,41903,417,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,38225,44,58,58,59928,,,1,41903,1199,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,32890,44,42,58,59928,,,1,41903,3300,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,41684,44,53,58,59931,,,1,41903,5960,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,50967,44,41,58,60020,,,1,41902,6059,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,18078,44,58,58,60022,,,1,41902,45100,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,10747,44,45,58,60024,,,1,41902,1030,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,14579,44,39,58,60024,,,1,41902,65000,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,38930,44,37,58,60024,,,1,41902,2022,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,63027,44,44,58,60026,,,1,41902,9200,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,40329,44,49,58,60029,,,1,41902,19,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5618,44,47,58,60029,,,1,41902,20,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,13825,44,38,58,60029,,,1,41902,5877,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5296,44,51,58,60031,,,1,41902,5222,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,24650,44,46,58,60120,,,1,41903,6059,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64062,44,56,58,60122,,,1,41903,45100,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,33196,44,52,58,60124,,,1,41903,2022,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,21583,44,58,58,60124,,,1,41903,65000,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,24949,44,39,58,60124,,,1,41903,1030,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,20881,44,56,58,60127,,,1,41903,9200,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,30179,44,44,58,60129,,,1,41903,5877,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,28840,44,40,58,60129,,,1,41903,20,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,35113,44,56,58,60129,,,1,41903,19,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,49422,44,44,58,60131,,,1,41903,5222,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,13266,44,41,58,60220,,,1,41902,700,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,63837,44,41,58,60222,,,1,41902,1048,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,63025,44,49,58,60225,,,1,41902,9002,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,6283,44,49,58,60225,,,1,41902,161,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,236,44,50,58,60225,,,1,41902,1148,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,7655,44,51,58,60227,,,1,41902,32782,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,16488,44,48,58,60229,,,1,41902,5730,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,10721,44,41,58,60229,,,1,41902,280,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,50286,44,40,58,60229,,,1,41902,5100,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,30737,44,49,58,60231,,,1,41902,7070,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,2775,44,38,58,60320,,,1,41903,700,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,44137,44,55,58,60323,,,1,41903,1048,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,11976,44,38,58,60325,,,1,41903,1148,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,14005,44,56,58,60325,,,1,41903,161,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5076,44,47,58,60325,,,1,41903,9002,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,27195,44,54,58,60327,,,1,41903,32782,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,38242,44,50,58,60329,,,1,41903,5100,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42926,44,39,58,60329,,,1,41903,280,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,45797,44,43,58,60329,,,1,41903,5730,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,39437,44,46,58,60331,,,1,41903,7070,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,60576,44,49,58,60420,,,1,41902,4998,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,21685,44,44,58,60423,,,1,41902,4449,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,28600,44,46,58,60425,,,1,41902,5225,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,40936,44,54,58,60425,,,1,41902,16000,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,61150,44,39,58,60425,,,1,41902,19101,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,6886,44,50,58,60427,,,1,41902,5904,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,19188,44,48,58,60429,,,1,41902,44442,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,27731,44,44,58,60429,,,1,41902,3011,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54227,44,39,58,60429,,,1,41902,64680,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,63817,44,48,58,60432,,,1,41902,406,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,10689,44,53,58,60521,,,1,41903,4998,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,9467,44,40,58,60523,,,1,41903,4449,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,41053,44,58,58,60525,,,1,41903,19101,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,1112,44,40,58,60525,,,1,41903,16000,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,25434,44,42,58,60525,,,1,41903,5225,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,63932,44,52,58,60527,,,1,41903,5904,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,9582,44,44,58,60529,,,1,41903,64680,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64693,44,58,58,60530,,,1,41903,3011,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,37341,44,41,58,60530,,,1,41903,44442,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,13557,44,56,58,60532,,,1,41903,406,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,14362,44,49,58,60621,,,1,41902,3031,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,17009,44,59,58,60623,,,1,41902,4899,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,18582,44,44,58,60625,,,1,41902,2119,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,7780,44,44,58,60625,,,1,41902,8086,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,1785,44,49,58,60625,,,1,41902,2002,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,41299,44,51,58,60627,,,1,41902,3013,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,63917,44,49,58,60630,,,1,41902,1863,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,47348,44,44,58,60630,,,1,41902,1501,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,6124,44,53,58,60630,,,1,41902,6699,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,8110,44,39,58,60632,,,1,41902,1801,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,3182,44,45,58,60721,,,1,41903,3031,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,33464,44,49,58,60723,,,1,41903,4899,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,16491,44,59,58,60725,,,1,41903,2002,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,35542,44,59,58,60725,,,1,41903,8086,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,51018,44,59,58,60725,,,1,41903,2119,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,20936,44,50,58,60728,,,1,41903,3013,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,24676,44,56,58,60730,,,1,41903,6699,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,54919,44,49,58,60730,,,1,41903,1501,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,27653,44,38,58,60730,,,1,41903,1863,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,51574,44,54,58,60732,,,1,41903,1801,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5058,44,43,58,60821,,,1,41902,1045,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,33889,44,38,58,60823,,,1,41902,6101,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,37012,44,56,58,60825,,,1,41902,1755,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,47522,44,58,58,60826,,,1,41902,38292,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,56783,44,53,58,60826,,,1,41902,8082,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,6307,44,42,58,60828,,,1,41902,1721,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,2853,44,56,58,60830,,,1,41902,711,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,37217,44,39,58,60830,,,1,41902,1126,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,64232,44,59,58,60830,,,1,41902,1009,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,18520,44,45,58,60832,,,1,41902,5718,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,55886,44,38,58,60921,,,1,41903,1045,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,3412,44,50,58,60923,,,1,41903,6101,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,58217,44,41,58,60926,,,1,41903,8082,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,3180,44,42,58,60926,,,1,41903,38292,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,57267,44,47,58,60926,,,1,41903,1755,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,30838,44,49,58,60928,,,1,41903,1721,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,60181,44,56,58,60930,,,1,41903,1009,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,8019,44,40,58,60930,,,1,41903,1126,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,20750,44,41,58,60930,,,1,41903,711,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,10153,44,53,58,60932,,,1,41903,5718,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42559,44,41,58,61021,,,1,41902,5989,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,12959,44,57,58,61024,,,1,41902,1187,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,44230,44,54,58,61026,,,1,41902,32775,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,9338,44,52,58,61026,,,1,41902,3371,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,62539,44,46,58,61026,,,1,41902,50300,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,51316,44,47,58,61028,,,1,41902,1095,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,15486,44,44,58,61030,,,1,41902,8383,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,61278,44,42,58,61030,,,1,41902,7201,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,1537,44,51,58,61030,,,1,41902,617,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,26993,44,47,58,61032,,,1,41902,9575,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,47462,44,42,58,61122,,,1,41903,5989,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,22337,44,38,58,61124,,,1,41903,1187,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,55043,44,57,58,61126,,,1,41903,50300,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,15881,44,46,58,61126,,,1,41903,3371,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,13824,44,41,58,61126,,,1,41903,32775,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,42871,44,53,58,61128,,,1,41903,1095,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,40345,44,38,58,61130,,,1,41903,617,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,47114,44,55,58,61130,,,1,41903,7201,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,4517,44,49,58,61130,,,1,41903,8383,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,41193,44,54,58,61133,,,1,41903,9575,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,22813,44,48,58,61222,,,1,41902,425,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,2518,44,49,58,61224,,,1,41902,1113,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,44732,44,49,58,61226,,,1,41902,3546,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,33670,44,37,58,61226,,,1,41902,9500,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,50852,44,52,58,61226,,,1,41902,5911,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,32786,44,42,58,61229,,,1,41902,32774,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,6041,44,49,58,61231,,,1,41902,5961,0,1,0,0,0,0,0,0,0,,,,,,
1,1,,,00:50:56:c0:00:01,00:0c:29:96:f6:b0,172.16.37.1,172.16.37.129,,,5900,44,58,58,61231,,,1,41902,1417,0,1,0,0,0,0,0,0,0,,,,,,
